"","Article.Title","Key.Author","Date.Published","News.Outlet","Preview","Link","All.Authors"
"313","
        
            Solar energy is growing in NC but still occupies less farmland than you might think
        
    ","Adam Wagner","2022-07-05","theheraldsun","A postcard led to roughly 300 acres of solar panels on Chris Barnhill’s land in Bladen County.  Barnhill, a fourth-generation blueberry farmer, recalled the postcard asking if he had a high-voltage power line on his property, and if he’d be interested in leasing some of his land for solar development. Now, about nine years later, the land has been cleared and is leased to Cypress Creek Renewables.  “It’s just amazing that you can take sunlight and make electricity from it,” Barnhill said.","<a href='https://www.heraldsun.com/news/politics-government/article263024763.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"314","
        
            Solar energy is growing in NC but still occupies less farmland than you might think
        
    ","Adam Wagner","2022-07-05","theheraldsun","A postcard led to roughly 300 acres of solar panels on Chris Barnhill’s land in Bladen County.  Barnhill, a fourth-generation blueberry farmer, recalled the postcard asking if he had a high-voltage power line on his property, and if he’d be interested in leasing some of his land for solar development. Now, about nine years later, the land has been cleared and is leased to Cypress Creek Renewables.  “It’s just amazing that you can take sunlight and make electricity from it,” Barnhill said.","<a href='https://www.heraldsun.com/news/politics-government/article263024763.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"315","
        
            Solar energy is growing in NC but still occupies less farmland than you might think
        
    ","Adam Wagner","2022-07-05","raleighno","A postcard led to roughly 300 acres of solar panels on Chris Barnhill’s land in Bladen County.  Barnhill, a fourth-generation blueberry farmer, recalled the postcard asking if he had a high-voltage power line on his property, and if he’d be interested in leasing some of his land for solar development. Now, about nine years later, the land has been cleared and is leased to Cypress Creek Renewables.  “It’s just amazing that you can take sunlight and make electricity from it,” Barnhill said.","<a href='https://www.newsobserver.com/news/politics-government/article263024763.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"316","
        
            ‘Hard to believe that it’s happening.’ Crowd protests abortion decision in Cary
        
    ","Adam Wagner","2022-06-26","raleighno","Haleigh Finucane was at work Friday when her mom texted to tell her that the U.S. Supreme Court had decided the Constitution does not give women the right to an abortion.  Finucane had been expecting the decision since a draft was leaked to Politico in early May, but, she said, “It was more of a shock than I thought it would be. It was really upsetting, like grief, in a way.” Finucane, her mother and her father joined a large crowd of protesters Sunday afternoon in downtown Cary.","<a href='https://www.newsobserver.com/news/politics-government/article262910163.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"317","
        
            Durham NC resident among victims of WV helicopter crash
        
    ","Adam Wagner","2022-06-26","raleighno","A Durham man was among six people killed this past week when a Vietnam War-era helicopter crashed in West Virginia, the Associated Press reported.  Donald Sandhoff, 69, was one of six people on board a Bell UH-1B “Huey” helicopter, flown during an annual helicopter enthusiast event hosted by MARPAT Aviation. Attendees of the event could sign up to take a tour ride in or fly the helicopter.","<a href='https://www.newsobserver.com/news/local/article262902768.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"318","
        
            To remove PFAS, Chemours wants to ‘build the wall.’ Critics call it ‘inadequate.’
        
    ","Adam Wagner","2022-06-25","charlotteobserver","Chemours is seeking permission from North Carolina regulators to pump contaminated groundwater from underneath its facility near the Bladen-Cumberland county line, run it through filters that will remove 99% of the forever chemicals it contains and then discharge it into the Cape Fear River.","<a href='https://www.charlotteobserver.com/news/politics-government/article262742052.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"319","
        
            To remove PFAS, Chemours wants to ‘build the wall.’ Critics call it ‘inadequate.’
        
    ","Adam Wagner","2022-06-25","theheraldsun","Chemours is seeking permission from North Carolina regulators to pump contaminated groundwater from underneath its facility near the Bladen-Cumberland county line, run it through filters that will remove 99% of the forever chemicals it contains and then discharge it into the Cape Fear River.","<a href='https://www.heraldsun.com/news/politics-government/article262742052.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    , Adam Wagner
        
    
"
"320","
        
            To remove PFAS, Chemours wants to ‘build the wall.’ Critics call it ‘inadequate.’
        
    ","Adam Wagner","2022-06-25","raleighno","Chemours is seeking permission from North Carolina regulators to pump contaminated groundwater from underneath its facility near the Bladen-Cumberland county line, run it through filters that will remove 99% of the forever chemicals it contains and then discharge it into the Cape Fear River.","<a href='https://www.newsobserver.com/news/politics-government/article262742052.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"321","
        
            Hundreds gather in Raleigh to protest Supreme Court overturning Roe v. Wade
        
    ","Adam Wagner","2022-06-24","raleighno","Hundreds of people gathered on Bicentennial Mall Friday evening to protest the U.S. Supreme Court’s decision Friday to overturn Roe v. Wade.  As people lined up to prepare signs at a table, someone in the crowd started call-and-response chants of “my rights, my uterus” and “my body, my choice.” One sign said “We won’t go back” with a wire coat hanger taped to the poster board, an allusion to the dangerous methods sometimes used to perform abortions before Roe v.","<a href='https://www.newsobserver.com/news/politics-government/article262869128.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    , Ilana Arougheti
        
    
"
"322","
        
            Water in Raleigh, Durham, Chapel Hill contains PFAS above new EPA health advisory levels
        
    ","Adam Wagner","2022-06-17","raleighno","Samples taken in recent years show that unfinished drinking water from dozens of utilities across North Carolina contain concentrations of “forever chemicals” well above the interim health advisory levels set this week by the U.S. Environmental Protection Agency.  The N.C. PFAS Testing Network sampled raw water from every municipal or county water system across the state in 2019 and 2020, with the labs capable of detecting PFOA and PFOS at levels as low as four parts per trillion.","<a href='https://www.newsobserver.com/news/local/article262621292.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"323","
        
            EPA slashes forever chemical health advisory levels to ‘near zero’ in drinking water
        
    ","Adam Wagner","2022-06-15","heraldonline","The Environmental Protection Agency announced Wednesday that it has lowered drinking water health advisories for two “forever chemicals” and is setting advisory levels for their replacements, including the chemical found in southeastern North Carolina’s drinking water.  Radhika Fox, the EPA’s assistant administrator for water, announced the proposed levels at the Third Annual National PFAS Meeting.","<a href='https://www.heraldonline.com/news/state/north-carolina/article262522082.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"324","
        
            EPA slashes forever chemical health advisory levels to ‘near zero’ in drinking water
        
    ","Adam Wagner","2022-06-15","theheraldsun","The Environmental Protection Agency announced Wednesday that it has lowered drinking water health advisories for two “forever chemicals” and is setting advisory levels for their replacements, including the chemical found in southeastern North Carolina’s drinking water.  Radhika Fox, the EPA’s assistant administrator for water, announced the proposed levels at the Third Annual National PFAS Meeting.","<a href='https://www.heraldsun.com/news/state/north-carolina/article262522082.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"325","
        
            EPA slashes forever chemical health advisory levels to ‘near zero’ in drinking water
        
    ","Adam Wagner","2022-06-15","heraldonline","The Environmental Protection Agency announced Wednesday that it has lowered drinking water health advisories for two “forever chemicals” and is setting advisory levels for their replacements, including the chemical found in southeastern North Carolina’s drinking water.  Radhika Fox, the EPA’s assistant administrator for water, announced the proposed levels at the Third Annual National PFAS Meeting.","<a href='https://www.heraldonline.com/news/state/north-carolina/article262522082.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"326","
        
            EPA slashes forever chemical health advisory levels to ‘near zero’ in drinking water
        
    ","Adam Wagner","2022-06-15","theheraldsun","The Environmental Protection Agency announced Wednesday that it has lowered drinking water health advisories for two “forever chemicals” and is setting advisory levels for their replacements, including the chemical found in southeastern North Carolina’s drinking water.  Radhika Fox, the EPA’s assistant administrator for water, announced the proposed levels at the Third Annual National PFAS Meeting.","<a href='https://www.heraldsun.com/news/state/north-carolina/article262522082.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"327","
        
            EPA slashes forever chemical health advisory levels to ‘near zero’ in drinking water
        
    ","Adam Wagner","2022-06-15","raleighno","The Environmental Protection Agency announced Wednesday that it has lowered drinking water health advisories for two “forever chemicals” and is setting advisory levels for their replacements, including the chemical found in southeastern North Carolina’s drinking water.  Radhika Fox, the EPA’s assistant administrator for water, announced the proposed levels at the Third Annual National PFAS Meeting.","<a href='https://www.newsobserver.com/news/state/north-carolina/article262522082.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"328","
        
            NC could lose up to 40% of its wetlands to sea level rise by 2070, new study shows
        
    ","Adam Wagner","2022-06-14","heraldonline","Sea level rise poses a grave threat to salt marshes and other coastal wetlands along the North Carolina coast, according to a newly published study.  North Carolina and Louisiana are the only two states that could lose coastal wetlands under virtually any sea level rise scenario. The study was published in the peer-reviewed journal Environment Research Communications.","<a href='https://www.heraldonline.com/news/state/north-carolina/article262367832.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"329","
        
            NC could lose up to 40% of its wetlands to sea level rise by 2070, new study shows
        
    ","Adam Wagner","2022-06-14","theheraldsun","Sea level rise poses a grave threat to salt marshes and other coastal wetlands along the North Carolina coast, according to a newly published study.  North Carolina and Louisiana are the only two states that could lose coastal wetlands under virtually any sea level rise scenario. The study was published in the peer-reviewed journal Environment Research Communications.","<a href='https://www.heraldsun.com/news/state/north-carolina/article262367832.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"330","
        
            NC could lose up to 40% of its wetlands to sea level rise by 2070, new study shows
        
    ","Adam Wagner","2022-06-14","charlotteobserver","Sea level rise poses a grave threat to salt marshes and other coastal wetlands along the North Carolina coast, according to a newly published study.  North Carolina and Louisiana are the only two states that could lose coastal wetlands under virtually any sea level rise scenario. The study was published in the peer-reviewed journal Environment Research Communications.","<a href='https://www.charlotteobserver.com/news/state/north-carolina/article262367832.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"331","
        
            NC could lose up to 40% of its wetlands to sea level rise by 2070, new study shows
        
    ","Adam Wagner","2022-06-14","theheraldsun","Sea level rise poses a grave threat to salt marshes and other coastal wetlands along the North Carolina coast, according to a newly published study.  North Carolina and Louisiana are the only two states that could lose coastal wetlands under virtually any sea level rise scenario. The study was published in the peer-reviewed journal Environment Research Communications.","<a href='https://www.heraldsun.com/news/state/north-carolina/article262367832.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"332","
        
            NC could lose up to 40% of its wetlands to sea level rise by 2070, new study shows
        
    ","Adam Wagner","2022-06-14","charlotteobserver","Sea level rise poses a grave threat to salt marshes and other coastal wetlands along the North Carolina coast, according to a newly published study.  North Carolina and Louisiana are the only two states that could lose coastal wetlands under virtually any sea level rise scenario. The study was published in the peer-reviewed journal Environment Research Communications.","<a href='https://www.charlotteobserver.com/news/state/north-carolina/article262367832.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"333","
        
            NC could lose up to 40% of its wetlands to sea level rise by 2070, new study shows
        
    ","Adam Wagner","2022-06-14","heraldonline","Sea level rise poses a grave threat to salt marshes and other coastal wetlands along the North Carolina coast, according to a newly published study.  North Carolina and Louisiana are the only two states that could lose coastal wetlands under virtually any sea level rise scenario. The study was published in the peer-reviewed journal Environment Research Communications.","<a href='https://www.heraldonline.com/news/state/north-carolina/article262367832.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"334","
        
            NC could lose up to 40% of its wetlands to sea level rise by 2070, new study shows
        
    ","Adam Wagner","2022-06-14","raleighno","Sea level rise poses a grave threat to salt marshes and other coastal wetlands along the North Carolina coast, according to a newly published study.  North Carolina and Louisiana are the only two states that could lose coastal wetlands under virtually any sea level rise scenario. The study was published in the peer-reviewed journal Environment Research Communications.","<a href='https://www.newsobserver.com/news/state/north-carolina/article262367832.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"335","
        
            Triangle leaders, environmentalists call for EPA to strengthen clean car standards
        
    ","Adam Wagner","2022-06-09","charlotteobserver","A group of Triangle-area elected officials and environmental groups called Wednesday for North Carolina’s congressional delegation to push for car and truck standards that would result in lower pollution.  “We’re calling on our elected representatives to push the EPA to prioritize strong clean car standards.","<a href='https://www.charlotteobserver.com/news/politics-government/article262290452.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"336","
        
            Triangle leaders, environmentalists call for EPA to strengthen clean car standards
        
    ","Adam Wagner","2022-06-09","theheraldsun","A group of Triangle-area elected officials and environmental groups called Wednesday for North Carolina’s congressional delegation to push for car and truck standards that would result in lower pollution.  “We’re calling on our elected representatives to push the EPA to prioritize strong clean car standards.","<a href='https://www.heraldsun.com/news/local/article262290452.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"337","
        
            Triangle leaders, environmentalists call for EPA to strengthen clean car standards
        
    ","Adam Wagner","2022-06-09","raleighno","A group of Triangle-area elected officials and environmental groups called Wednesday for North Carolina’s congressional delegation to push for car and truck standards that would result in lower pollution.  “We’re calling on our elected representatives to push the EPA to prioritize strong clean car standards.","<a href='https://www.newsobserver.com/news/local/article262290452.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"338","
        
            At Raleigh event, Fort Bragg official outlines renewable energy efforts
        
    ","Adam Wagner","2022-06-04","raleighno","The largest floating solar farm in the Southeast is just one of several steps Fort Bragg has planned to increase the sprawling army facility’s use of renewable energy, an Army official said Wednesday.  Audrey Oxendine, the chief of Fort Bragg’s energy and utilities branch, said the base plans to hold a ribbon cutting next week for the 1.1-megawatt solar farm that is floating on top of Camp Mackall’s Big Muddy Lake. Camp Mackall is a Special Forces training site.","<a href='https://www.newsobserver.com/news/politics-government/article262027382.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"339","
        
            At Raleigh event, Fort Bragg official outlines renewable energy efforts
        
    ","Adam Wagner","2022-06-04","starsandstripes","A video screen grab shows an aerial view of the Fort Stewart solar farm on Dec. 6, 2016. Fort Bragg’s energy and utilities branch chief said Wednesday, June 1, 2022, that the base plans to hold a ribbon cutting ceremony for a 1.1-megawatt solar farm floating on top of a lake on Camp Mackall, a Special Forces training site.","<a href='https://www.stripes.com/branches/army/2022-06-04/raleigh-fort-bragg-renewable-energy-efforts-6232200.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"340","
        
            Business groups rally against NC effort to make Chemours pay for PFAS clean-up
        
    ","Adam Wagner","2022-06-02","charlotteobserver","Business groups took aim Thursday at a bill that could make the chemical company Chemours pay for infrastructure upgrades to protect Wilmington-area drinking water from chemicals dumped into the Cape Fear River for decades by the company and its predecessor, DuPont.  That irritated the Republican sponsor of the bill.  At the end of Thursday’s House Judiciary Committee meeting, Rep.","<a href='https://www.charlotteobserver.com/news/politics-government/article262071277.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"341","
        
            Business groups rally against NC effort to make Chemours pay for PFAS clean-up
        
    ","Adam Wagner","2022-06-02","theheraldsun","Business groups took aim Thursday at a bill that could make the chemical company Chemours pay for infrastructure upgrades to protect Wilmington-area drinking water from chemicals dumped into the Cape Fear River for decades by the company and its predecessor, DuPont.  They ran into resistance.  At the end of Thursday’s House Judiciary Committee meeting, Rep.","<a href='https://www.heraldsun.com/news/politics-government/article262071277.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"342","
        
            Business groups rally against NC effort to make Chemours pay for PFAS clean-up
        
    ","Adam Wagner","2022-06-02","raleighno","Business groups took aim Thursday at a bill that could make the chemical company Chemours pay for infrastructure upgrades to protect Wilmington-area drinking water from chemicals dumped into the Cape Fear River for decades by the company and its predecessor, DuPont.  They ran into resistance.  At the end of Thursday’s House Judiciary Committee meeting, Rep.","<a href='https://www.newsobserver.com/news/politics-government/article262071277.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"343","
        
            NC could make companies like Chemours pay for ‘forever chemicals’ pollution under this bill
        
    ","Adam Wagner","2022-06-01","theheraldsun","A bipartisan bill under consideration this week would allow the N.C. Department of Environmental Quality to declare a company responsible for contaminating drinking water with so-called “forever chemicals” and force it to pay for treatment upgrades.","<a href='https://www.heraldsun.com/news/politics-government/state-politics/article261980530.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"344","
        
            NC could make companies like Chemours pay for ‘forever chemicals’ pollution under this bill
        
    ","Adam Wagner","2022-06-01","charlotteobserver","A bipartisan bill under consideration this week would allow the N.C. Department of Environmental Quality to declare a company responsible for contaminating drinking water with so-called “forever chemicals” and force it to pay for treatment upgrades.","<a href='https://www.charlotteobserver.com/news/politics-government/article261980530.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    , Adam Wagner
        
    
"
"345","
        
            NC could make companies like Chemours pay for ‘forever chemicals’ pollution under this bill
        
    ","Adam Wagner","2022-06-01","raleighno","A bipartisan bill under consideration this week would allow the N.C. Department of Environmental Quality to declare a company responsible for contaminating drinking water with so-called “forever chemicals” and force it to pay for treatment upgrades.","<a href='https://www.newsobserver.com/news/politics-government/state-politics/article261980530.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"346","
        
            NC solar panel installers, Duke Energy reach a deal. Here’s how your bill would work.
        
    ","Adam Wagner","2022-05-27","theheraldsun","Duke Energy and three North Carolina solar installation companies have reached an agreement that would see the utility phase in changes to the way it bills and pays for energy from customers who have solar panels on their roofs.  Last year, Duke asked the N.C. Utilities Commission to approve a plan overhauling the way customers with solar panels on their roof pay for energy they use and are credited for energy they produce.","<a href='https://www.heraldsun.com/news/business/article261704532.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"347","
        
            NC solar panel installers, Duke Energy reach a deal. Here’s how your bill would work.
        
    ","Adam Wagner","2022-05-27","charlotteobserver","Duke Energy and three North Carolina solar installation companies have reached an agreement that would see the utility phase in changes to the way it bills and pays for energy from customers who have solar panels on their roofs.  Last year, Duke asked the N.C. Utilities Commission to approve a plan overhauling the way customers with solar panels on their roof pay for energy they use and are credited for energy they produce.","<a href='https://www.charlotteobserver.com/news/business/article261704532.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"348","
        
            NC solar panel installers, Duke Energy reach a deal. Here’s how your bill would work.
        
    ","Adam Wagner","2022-05-27","raleighno","Duke Energy and three North Carolina solar installation companies have reached an agreement that would see the utility phase in changes to the way it bills and pays for energy from customers who have solar panels on their roofs.  Last year, Duke asked the N.C. Utilities Commission to approve a plan overhauling the way customers with solar panels on their roof pay for energy they use and are credited for energy they produce.","<a href='https://www.newsobserver.com/news/business/article261704532.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"349","
        
            ‘Right to repair’ equipment removed from NC Senate farm bill. Why it matters.
        
    ","Adam Wagner","2022-05-24","charlotteobserver","In the face of stiff opposition from farm equipment companies and dealers, North Carolina state senators on Tuesday walked back a provision that would have widened access to the repair of farming equipment.  The so-called “right to repair” provision was included in the Farm Act of 2022, Senate Bill 762, which was discussed Tuesday in the Senate’s Agriculture, Energy and Environment Committee.","<a href='https://www.charlotteobserver.com/latest-news/article261738957.html' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"350","
        
            ‘Right to repair’ equipment removed from NC Senate farm bill. Why it matters.
        
    ","Adam Wagner","2022-05-24","heraldonline","In the face of stiff opposition from farm equipment companies and dealers, North Carolina state senators on Tuesday walked back a provision that would have widened access to the repair of farming equipment.  The so-called “right to repair” provision was included in the Farm Act of 2022, Senate Bill 762, which was discussed Tuesday in the Senate’s Agriculture, Energy and Environment Committee.","<a href='https://www.heraldonline.com/news/state/north-carolina/article261738957.html#storylink=rss' target=""_blank"">Link to Article</a>","
    By Adam Wagner
        
            
    Verified


        
    
"
"351","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","aspenpublicradio","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.aspenpublicradio.org/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"352","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","kbia","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.kbia.org/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"353","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","wgvunews","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.wgvunews.org/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"354","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","kyuk","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.kyuk.org/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"355","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","kios","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.kios.org/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"356","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","wvtf","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.wvtf.org/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"357","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","wncw","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.wncw.org/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"358","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","wmuk-1","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.wmuk.org/npr-news/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"359","
        
            Charlotte plans electric vehicle sharing service at affordable housing sites
        
    ","David Boraks","2022-11-12","whqr","Think of it as Zipcar for electric vehicles in underserved neighborhoods: In some Charlotte affordable housing complexes next year you'll be able to reserve and drive EVs as part of a federally-backed car sharing pilot program. Charlotte is among 10 cities nationwide and the only one in the South chosen to test drive the Affordable Mobility Platform, or AMP.","<a href='https://www.whqr.org/2022-11-12/charlotte-plans-an-ev-sharing-service-at-affordable-housing-sites' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"360","
        
            Charlotte plans electric vehicle sharing service at affordable housing sites
        
    ","David Boraks","2022-11-12","wfae","Think of it as Zipcar for electric vehicles in underserved neighborhoods: In some Charlotte affordable housing complexes next year you'll be able to reserve and drive EVs as part of a federally-backed car sharing pilot program. Charlotte is among 10 cities nationwide and the only one in the South chosen to test drive the Affordable Mobility Platform, or AMP.","<a href='https://www.wfae.org/energy-environment/2022-11-12/charlotte-plans-an-ev-sharing-service-at-affordable-housing-sites' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"361","
        
            Charlotte plans electric vehicle sharing service at affordable housing sites
        
    ","David Boraks","2022-11-12","bpr","Think of it as Zipcar for electric vehicles in underserved neighborhoods: In some Charlotte affordable housing complexes next year you'll be able to reserve and drive EVs as part of a federally-backed car sharing pilot program. Charlotte is among 10 cities nationwide and the only one in the South chosen to test drive the Affordable Mobility Platform, or AMP.","<a href='https://www.bpr.org/2022-11-12/charlotte-plans-an-ev-sharing-service-at-affordable-housing-sites' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"362","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","listen-sdpb","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://listen.sdpb.org/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"363","
        
            A proposed lithium mine presents a climate versus environment conflict
        
    ","David Boraks","2022-11-12","kwbu","CHARLOTTE, N.C. - As world leaders meet for another climate summit in Egypt, the U.S. is pushing to mine more lithium for electric vehicle batteries at home. EVs will help cut pollution from transportation, the nation's largest source of greenhouse gas emissions that cause global warming. But there's a tradeoff, as residents have learned near Charlotte, where a big open-pit mine is proposed.","<a href='https://www.kwbu.org/latest-from-npr/2022-11-12/a-proposed-lithium-mine-presents-a-climate-versus-environment-conflict' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
