"","Article Title","Key Author","Date Published","News Outlet","Preview","Link","All Authors"
"1628","
        
            From Manteo to Wilmington, could the 'kudzu of the coast' help fight climate change?
        
    ","Gareth McGrath",2022-04-18,"jdnews","Mention phragmites and you're likely to hear an agonized groan from a long list of people, including biologists and coastal landowners. ""It definitely has a bad rap, and there’s a good reason for that,"" said Mollie Yacano, a doctoral candidate at the University of North Carolina's Institute of Marine Sciences. If kudzu ate the South, then it's fair to say phragmites ate the coast.","<a href='https://www.jdnews.com/story/news/2022/04/18/wilmington-nc-phragmites-invasive-wetland-plant-have-beneficial-traits/9480121002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1629","
        
            From Manteo to Wilmington, could the 'kudzu of the coast' help fight climate change?
        
    ","Gareth McGrath",2022-04-18,"fayobserver","Mention phragmites and you're likely to hear an agonized groan from a long list of people, including biologists and coastal landowners. ""It definitely has a bad rap, and there’s a good reason for that,"" said Mollie Yacano, a doctoral candidate at the University of North Carolina's Institute of Marine Sciences. If kudzu ate the South, then it's fair to say phragmites ate the coast.","<a href='https://www.fayobserver.com/story/news/2022/04/18/wilmington-nc-phragmites-invasive-wetland-plant-have-beneficial-traits/9480121002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1630","
        
            From Manteo to Wilmington, could the 'kudzu of the coast' help fight climate change?
        
    ","Gareth McGrath",2022-04-18,"starnews","Mention phragmites and you're likely to hear an agonized groan from a long list of people, including biologists and coastal landowners. ""It definitely has a bad rap, and there’s a good reason for that,"" said Mollie Yacano, a doctoral candidate at the University of North Carolina's Institute of Marine Sciences. If kudzu ate the South, then it's fair to say phragmites ate the coast.","<a href='https://www.starnewsonline.com/story/news/2022/04/18/wilmington-nc-phragmites-invasive-wetland-plant-have-beneficial-traits/9480121002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1631","
        
            The Fayetteville Observer
        
    ","Gareth McGrath",2022-04-14,"fayobserver","This content is only available to subscribers. Support Local Journalism$1 for 6 Months. Your subscription supports:Investigative reporting that makes our community a better place to work, live and playExpert coverage of high school sports teamsThe best tips on places to eat and things to doDaily newsletter with top news to knowMobile apps including immersive storytelling","<a href='https://www.fayobserver.com/restricted/?return=https%3A%2F%2Fwww.fayobserver.com%2Fstory%2Fnews%2F2022%2F04%2F14%2Fnc-offers-large-incentive-packages-lure-economic-projects-state%2F9485593002%2F%3Freturn%3Dhttps%3A%2F%2Fwww.fayobserver.com%2Fstory%2Fnews%2F2022%2F04%2F14%2Fnc-offers-large-incentive-packages-lure-economic-projects-state%2F9485593002%2F'>Link to Article</a>","
    By Brian Gordon
        
            
    Verified


        
    , Gareth McGrath
        
            
    Verified


        
    , Danielle Dreilinger
        
            
    Verified


        
    , Paul Woolverton
        
            
    Verified


        
    
"
"1632","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"newbernsj","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.newbernsj.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1633","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"courier-tribune","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.courier-tribune.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1634","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"thetimesnews","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.thetimesnews.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1635","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"jdnews","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.jdnews.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1636","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"shelbystar","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.shelbystar.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Shelby Star
        
    
"
"1637","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"gastongazette","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.gastongazette.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1638","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"kinston","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.kinston.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1639","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"fayobserver","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.fayobserver.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1640","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"the-dispatch","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.the-dispatch.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Lexington Dispatch
        
    
"
"1641","
        
            From Outer Banks to Wilmington, 1.8M residents mired in dry, drought conditions
        
    ","Gareth McGrath",2022-04-11,"starnews","A wildfire in early March torched more than 1,000 acres near the Outer Banks. Two weeks later and nearly 200 miles southwest, a stubborn brush fire fueled by dry brush and gusty winds blackened 940 acres south of Fayetteville. Meanwhile, farmers across much of Eastern North Carolina wonder when persistent spring showers will come while coastal officials nervously wonder what will happen if the rains don't materialize before the crowds flock back to the coast.","<a href='https://www.starnewsonline.com/story/news/2022/04/11/outer-banks-wilmington-nc-1-8-million-residents-mired-drought/7170287001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1642","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"shelbystar","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.shelbystar.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Shelby Star
        
    
"
"1643","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"kinston","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.kinston.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1644","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"courier-tribune","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.courier-tribune.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1645","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"shelbystar","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.shelbystar.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Shelby Star
        
    
"
"1646","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"the-dispatch","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.the-dispatch.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Lexington Dispatch
        
    
"
"1647","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"newbernsj","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.newbernsj.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1648","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"jdnews","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.jdnews.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1649","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"thetimesnews","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.thetimesnews.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1650","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"citizen-times","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.citizen-times.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1651","
        
            Why is 'Rocky' in his sky blue tuxedo drawing so much attention in Wrightsville Beach?
        
    ","Gareth McGrath",2022-03-28,"starnews","With North Carolina one of the fastest growing states in the country, it’s no surprise to hear of new arrivals from long distances away winging it to the Tar Heel State. But a recent arrival to Wrightsville Beach is causing quite a stir, even for the ritzy coastal escape near Wilmington known to draw its fair share of the rich and famous.","<a href='https://www.starnewsonline.com/story/news/2022/03/28/rare-mountain-bluebird-draws-bird-watchers-wrightsville-beach-north-carolina-climate-change-wildlife/9457261002/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1652","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-21,"yahoonews","WILMINGTON, N.C. – Near the narrow northern tip of Hatteras Island in North Carolina, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate. The first is a nearly $145-million, roughly 2-mile-long bridge scheduled to open in the coming weeks that will swing N.C. 12, a primary highway, out over Pamlico Sound lagoon and replace a troublesome stretch of roadway.","<a href='https://news.yahoo.com/outer-banks-structures-rise-fall-103500453.html'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1653","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-21,"usatoday","WILMINGTON, N.C. – Near the narrow northern tip of Hatteras Island in North Carolina, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate. The first is a nearly $145-million, roughly 2-mile-long bridge scheduled to open in the coming weeks that will swing N.C. 12, a primary highway, out over Pamlico Sound lagoon and replace a troublesome stretch of roadway.","<a href='https://www.usatoday.com/story/news/nation/2022/03/21/climate-change-impacts-north-carolina-outer-banks-infrastructure/7077326001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1654","
        
            Rising seas, collapsing homes highlight challenges to the Outer Banks' future
        
    ","Gareth McGrath",2022-03-21,"usatoday","Gareth McGrathUSA TODAY NETWORKA roughly 2-mile-long bridge is scheduled to open in the coming weeks to replace a troublesome stretch of roadway. The North Carolina DOT has struggled for years to keep the road, due to long-term erosion. Oceanfront homes have been deemed unsafe for human habitation.","<a href='https://www.usatoday.com/story/news/nation/2022/03/21/climate-change-impacts-north-carolina-outer-banks-infrastructure/7077326001/?gnt-cfr=1%3Fgnt-cfr%3D1'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1655","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"starnews","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.starnewsonline.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1656","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"jdnews","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.jdnews.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1657","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"gastongazette","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.gastongazette.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1658","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"asburypark","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.app.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1659","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"shelbystar","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.shelbystar.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Shelby Star
        
    
"
"1660","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"blueridgenow","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.blueridgenow.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1661","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"newbernsj","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.newbernsj.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1662","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"the-dispatch","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.the-dispatch.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Lexington Dispatch
        
    
"
"1663","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"citizen-times","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.citizen-times.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1664","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"kinston","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.kinston.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1665","
        
            On the Outer Banks, structures rise and fall as climate change looms
        
    ","Gareth McGrath",2022-03-15,"thetimesnews","Near the narrow northern tip of Hatteras Island, two structures — one rising, one falling — showcase the challenges of living on a fragile barrier island system that’s facing growing uncertainties from a changing climate.","<a href='https://www.thetimesnews.com/story/news/2022/03/15/north-carolina-outer-banks-impacts-climate-change-infrastructure-bridge-collapse-ocean-rise/6978510001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1666","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"starnews","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.starnewsonline.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1667","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"gastongazette","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.gastongazette.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1668","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"blueridgenow","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.blueridgenow.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1669","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"jdnews","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.jdnews.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1670","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"jdnews","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.jdnews.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1671","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"shelbystar","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.shelbystar.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    , Shelby Star
        
    
"
"1672","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"newbernsj","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.newbernsj.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1673","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"kinston","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.kinston.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
"1674","
        
            NC warming: Will climate change allow alligators to live west of Fayetteville, I-95?
        
    ","Gareth McGrath",2022-02-28,"courier-tribune","Editor's note: This is part of an occasional series looking at how increasing temperatures tied to climate change will impact North Carolina's environment, economy and health of its residents. If you've been around since the dinosaurs, you certainly have to be resilient, and that correctly sums up the American alligator — especially in North Carolina.","<a href='https://www.courier-tribune.com/story/news/2022/02/28/climate-change-impacts-north-carolina-alligators-expand-range-habitat-fayetteville-gators-wildlife/6585317001/'>Link to Article</a>","
    By Gareth McGrath
        
            
    Verified


        
    
"
